-12000	 12000	 2550	 4800	 1	 1	 1	  0.3103	 2
6000	 -6000	 2550	 4800	 1	 1	 0	  0.7191	 2
-6000	 6000	 2550	 4050	 1	 1	 0	  0.8596	 1
6000	 -6000	 2550	 1800	 1	 1	 0	  0.7264	 2
-12000	 6000	 2550	 4050	 1	 1	 1	  0.5994	 2
6000	 -6000	 2550	 1050	 1	 1	 0	  0.8891	 1
6000	 -6000	 2550	 1050	 1	 1	 1	  0.3552	 2
12000	 -6000	 2550	 2550	 1	 1	 1	  1.2056	 1
-12000	 12000	 2550	 4800	 1	 1	 0	  0.5095	 2
-12000	 12000	 2550	 4800	 1	 1	 0	  0.2829	 2
-12000	 6000	 2550	 4800	 1	 1	 1	  0.7847	 1
-12000	 6000	 2550	 2550	 1	 1	 1	  0.2353	 2
-12000	 12000	 2550	 2550	 1	 1	 1	  0.2674	 1
-6000	 6000	 2550	 4050	 1	 1	 1	  0.6097	 2
-12000	 6000	 2550	 4800	 1	 1	 0	  2.0723	 1
12000	 -12000	 2550	 1050	 1	 1	 0	  1.0428	 1
12000	 -12000	 2550	 2550	 1	 1	 0	  0.7694	 1
-12000	 12000	 2550	 2550	 1	 1	 1	  0.3833	 2
-6000	 6000	 2550	 4800	 1	 1	 0	  0.9419	 1
12000	 -6000	 2550	 2550	 1	 1	 0	  0.7247	 2
-6000	 6000	 2550	 2550	 1	 1	 0	  0.4473	 1
-6000	 6000	 2550	 300	 1	 1	 1	  0.3119	 2
-12000	 12000	 2550	 1050	 1	 1	 0	  0.2798	 1
12000	 -6000	 2550	 2550	 1	 1	 1	  1.2674	 1
12000	 -6000	 2550	 1050	 1	 1	 0	  2.7980	 2
-12000	 6000	 2550	 4050	 1	 1	 0	  1.2872	 2
-12000	 6000	 2550	 4050	 1	 1	 1	  0.7787	 2
6000	 -6000	 2550	 2550	 1	 1	 0	  2.4274	 2
-12000	 6000	 2550	 4050	 1	 1	 0	  0.5781	 1
-12000	 6000	 2550	 1050	 1	 1	 1	  0.5165	 2
6000	 -6000	 2550	 1050	 1	 1	 1	  0.6856	 2
-12000	 12000	 2550	 1800	 1	 1	 0	  1.2013	 2
-6000	 6000	 2550	 1800	 1	 1	 1	  0.6416	 2
6000	 -6000	 2550	 3300	 1	 1	 0	  0.7087	 1
6000	 -6000	 2550	 4050	 1	 1	 1	  0.3830	 2
-12000	 12000	 2550	 3300	 1	 1	 0	  0.5937	 2
6000	 -6000	 2550	 300	 1	 1	 1	  0.5287	 2
-12000	 12000	 2550	 3300	 1	 1	 1	  0.6018	 2
-12000	 12000	 2550	 3300	 1	 1	 1	  0.2967	 1
6000	 -6000	 2550	 300	 1	 1	 1	  0.2480	 2
-12000	 6000	 2550	 1800	 1	 1	 1	  0.3232	 2
12000	 -6000	 2550	 4800	 1	 1	 0	  0.6638	 1
-6000	 6000	 2550	 300	 1	 1	 1	  0.8153	 2
-12000	 6000	 2550	 300	 1	 1	 0	  0.3603	 1
-12000	 12000	 2550	 3300	 1	 1	 1	  0.1545	 2
-6000	 6000	 2550	 2550	 1	 1	 1	  1.5844	 2
-6000	 6000	 2550	 2550	 1	 1	 1	  0.4437	 2
6000	 -6000	 2550	 1050	 1	 1	 1	  0.2514	 2
12000	 -12000	 2550	 300	 1	 1	 0	  0.3617	 1
-6000	 6000	 2550	 2550	 1	 1	 1	  0.7563	 2
12000	 -12000	 2550	 300	 1	 1	 1	  3.6130	 2
12000	 -12000	 2550	 4800	 1	 1	 1	  1.0509	 2
-12000	 6000	 2550	 4800	 1	 1	 1	  1.7903	 2
-12000	 6000	 2550	 1050	 1	 1	 1	  0.4085	 1
-12000	 12000	 2550	 1800	 1	 1	 0	  0.7927	 2
-12000	 6000	 2550	 1050	 1	 1	 1	  0.5849	 2
12000	 -12000	 2550	 3300	 1	 1	 1	  0.4684	 1
-6000	 6000	 2550	 2550	 1	 1	 0	  0.7148	 2
12000	 -6000	 2550	 4800	 1	 1	 1	  0.6662	 2
-6000	 6000	 2550	 4800	 1	 1	 1	  2.3753	 1
-12000	 12000	 2550	 300	 1	 1	 0	  0.5850	 2
12000	 -12000	 2550	 1050	 1	 1	 1	  0.3245	 2
12000	 -12000	 2550	 1800	 1	 1	 0	  0.5731	 1
6000	 -6000	 2550	 2550	 1	 1	 1	  0.2870	 1
-12000	 6000	 2550	 1800	 1	 1	 0	  0.6622	 2
12000	 -12000	 2550	 4800	 1	 1	 0	  0.3138	 2
-6000	 6000	 2550	 3300	 1	 1	 0	  0.6294	 1
6000	 -6000	 2550	 300	 1	 1	 1	  0.1245	 1
12000	 -6000	 2550	 1800	 1	 1	 0	  0.7400	 2
12000	 -6000	 2550	 4050	 1	 1	 1	  0.2575	 2
12000	 -12000	 2550	 300	 1	 1	 0	  0.7507	 1
6000	 -6000	 2550	 300	 1	 1	 1	  0.3702	 2
12000	 -6000	 2550	 3300	 1	 1	 1	  0.4743	 2
-12000	 6000	 2550	 1050	 1	 1	 0	  4.0766	 1
12000	 -12000	 2550	 4050	 1	 1	 0	  1.8943	 2
6000	 -6000	 2550	 4050	 1	 1	 0	  1.7567	 2
12000	 -6000	 2550	 4800	 1	 1	 1	  0.4025	 2
6000	 -6000	 2550	 2550	 1	 1	 1	  2.7691	 2
-6000	 6000	 2550	 1800	 1	 1	 0	  0.4812	 1
-12000	 12000	 2550	 4800	 1	 1	 1	  0.6388	 2
12000	 -6000	 2550	 1800	 1	 1	 0	  0.2497	 1
-12000	 6000	 2550	 1050	 1	 1	 1	  0.3403	 2
6000	 -6000	 2550	 3300	 1	 1	 0	  0.0756	 2
6000	 -6000	 2550	 2550	 1	 1	 1	  0.5319	 1
12000	 -12000	 2550	 300	 1	 1	 1	  0.6655	 2
-6000	 6000	 2550	 3300	 1	 1	 1	  0.8580	 2
12000	 -12000	 2550	 4050	 1	 1	 0	  0.4596	 2
6000	 -6000	 2550	 4800	 1	 1	 0	  0.9542	 1
12000	 -6000	 2550	 1050	 1	 1	 1	  2.2290	 1
-6000	 6000	 2550	 1050	 1	 1	 1	  1.0673	 2
-12000	 12000	 2550	 1800	 1	 1	 0	  1.1147	 1
-12000	 6000	 2550	 300	 1	 1	 0	  0.4677	 1
12000	 -6000	 2550	 4800	 1	 1	 0	  2.1751	 2
6000	 -6000	 2550	 2550	 1	 1	 0	  0.3557	 1
-12000	 12000	 2550	 1050	 1	 1	 1	  0.5833	 2
-6000	 6000	 2550	 3300	 1	 1	 1	  0.4720	 2
-12000	 6000	 2550	 1050	 1	 1	 0	  0.4902	 1
-6000	 6000	 2550	 2550	 1	 1	 0	  0.5903	 2
12000	 -12000	 2550	 1050	 1	 1	 0	  0.4550	 1
-6000	 6000	 2550	 1800	 1	 1	 1	  2.0702	 2
12000	 -6000	 2550	 1050	 1	 1	 0	  0.6788	 1
12000	 -6000	 2550	 1800	 1	 1	 1	  0.7143	 2
-6000	 6000	 2550	 3300	 1	 1	 0	  1.3381	 2
-6000	 6000	 2550	 4800	 1	 1	 0	  1.6793	 2
-12000	 6000	 2550	 4050	 1	 1	 0	  0.3045	 1
-12000	 12000	 2550	 2550	 1	 1	 0	  0.1841	 2
-12000	 6000	 2550	 4800	 1	 1	 0	  0.3344	 2
-12000	 6000	 2550	 1800	 1	 1	 0	  2.3033	 2
6000	 -6000	 2550	 3300	 1	 1	 1	  0.1578	 2
12000	 -12000	 2550	 1800	 1	 1	 1	  2.7926	 2
6000	 -6000	 2550	 1800	 1	 1	 0	  1.2887	 1
-12000	 12000	 2550	 4050	 1	 1	 0	  0.5651	 2
-12000	 6000	 2550	 4800	 1	 1	 0	  0.8250	 1
-12000	 6000	 2550	 1050	 1	 1	 0	  0.7973	 2
6000	 -6000	 2550	 3300	 1	 1	 0	  0.5531	 1
-12000	 12000	 2550	 1800	 1	 1	 1	  0.6322	 2
-12000	 6000	 2550	 300	 1	 1	 0	  0.5211	 1
6000	 -6000	 2550	 1050	 1	 1	 0	  0.1346	 1
12000	 -6000	 2550	 2550	 1	 1	 0	  0.1398	 1
-12000	 12000	 2550	 4050	 1	 1	 1	  0.7032	 2
6000	 -6000	 2550	 4050	 1	 1	 1	  0.0068	 2
-12000	 6000	 2550	 4800	 1	 1	 0	  0.1642	 1
12000	 -12000	 2550	 300	 1	 1	 1	  0.5561	 2
6000	 -6000	 2550	 4050	 1	 1	 0	  0.6702	 2
12000	 -12000	 2550	 4800	 1	 1	 0	  0.0918	 1
12000	 -6000	 2550	 300	 1	 1	 1	  0.6812	 2
-12000	 12000	 2550	 4050	 1	 1	 0	  0.9378	 2
-12000	 6000	 2550	 3300	 1	 1	 0	  0.4511	 2
-12000	 12000	 2550	 2550	 1	 1	 0	  0.5262	 2
-12000	 12000	 2550	 2550	 1	 1	 1	  0.3524	 2
-12000	 12000	 2550	 4800	 1	 1	 1	  0.8272	 1
12000	 -12000	 2550	 1050	 1	 1	 0	  0.2980	 1
-6000	 6000	 2550	 1050	 1	 1	 0	  0.3447	 1
12000	 -12000	 2550	 1050	 1	 1	 1	  0.6150	 2
-12000	 6000	 2550	 4050	 1	 1	 1	  0.0069	 2
-6000	 6000	 2550	 4800	 1	 1	 1	  0.1895	 2
-6000	 6000	 2550	 2550	 1	 1	 1	  1.9188	 1
12000	 -6000	 2550	 4050	 1	 1	 1	  0.5011	 2
-6000	 6000	 2550	 2550	 1	 1	 0	  0.9655	 2
-12000	 6000	 2550	 4050	 1	 1	 1	  0.4504	 2
12000	 -6000	 2550	 3300	 1	 1	 0	  0.5590	 1
12000	 -6000	 2550	 300	 1	 1	 0	  0.8317	 2
6000	 -6000	 2550	 2550	 1	 1	 0	  2.9269	 1
6000	 -6000	 2550	 1050	 1	 1	 0	  0.8268	 1
6000	 -6000	 2550	 4800	 1	 1	 1	  0.5755	 2
-6000	 6000	 2550	 1800	 1	 1	 0	  6.4833	 1
12000	 -6000	 2550	 1800	 1	 1	 1	  0.5233	 1
12000	 -12000	 2550	 3300	 1	 1	 1	  0.3154	 2
12000	 -12000	 2550	 1800	 1	 1	 1	  1.3656	 2
6000	 -6000	 2550	 4050	 1	 1	 0	  0.4204	 2
-12000	 12000	 2550	 1800	 1	 1	 1	  0.3914	 2
6000	 -6000	 2550	 4050	 1	 1	 1	  0.2853	 1
-12000	 12000	 2550	 300	 1	 1	 1	  3.9426	 2
6000	 -6000	 2550	 1050	 1	 1	 1	  0.6095	 2
-12000	 12000	 2550	 300	 1	 1	 1	  0.2829	 2
-12000	 12000	 2550	 300	 1	 1	 0	  0.5129	 1
12000	 -12000	 2550	 3300	 1	 1	 0	  1.2391	 1
12000	 -12000	 2550	 2550	 1	 1	 1	  0.5819	 2
-12000	 6000	 2550	 1800	 1	 1	 1	  4.5299	 2
12000	 -12000	 2550	 2550	 1	 1	 0	  0.7898	 2
6000	 -6000	 2550	 1800	 1	 1	 1	  0.3640	 1
6000	 -6000	 2550	 2550	 1	 1	 0	  8.6839	 2
-12000	 6000	 2550	 2550	 1	 1	 0	  1.1960	 1
-12000	 6000	 2550	 1800	 1	 1	 1	  0.3123	 2
-6000	 6000	 2550	 300	 1	 1	 0	 18.3026	 2
12000	 -12000	 2550	 4800	 1	 1	 0	  0.6392	 2
-12000	 12000	 2550	 1800	 1	 1	 1	  0.0097	 2
