6000	 -6000	 1050	 1300	 0	 1	 1	  2.1729	 1
6000	 -6000	 1050	 1300	 1	 0	 0	  0.4987	 2
12000	 -12000	 1050	 800	 0	 0	 0	  1.5784	 1
-6000	 6000	 1050	 1800	 1	 0	 1	  0.8604	 2
12000	 -12000	 1050	 300	 0	 0	 0	  1.5749	 1
-12000	 12000	 1050	 1300	 0	 1	 1	  1.0108	 1
6000	 -12000	 1050	 1050	 0	 0	 0	  1.7369	 2
-12000	 6000	 1050	 1300	 1	 0	 1	  5.1325	 1
-6000	 6000	 1050	 1050	 1	 0	 1	  4.7957	 1
12000	 -12000	 1050	 1800	 0	 0	 1	  5.0476	 1
12000	 -6000	 1050	 800	 0	 1	 1	  1.7605	 1
-6000	 12000	 1050	 1550	 0	 0	 0	  0.7183	 2
-6000	 6000	 1050	 300	 0	 0	 1	  1.4592	 2
-6000	 12000	 1050	 1300	 0	 0	 1	  0.8257	 2
-12000	 12000	 1050	 300	 0	 0	 0	  0.6597	 1
-12000	 6000	 1050	 1800	 0	 0	 1	  1.0298	 1
12000	 -12000	 1050	 300	 0	 1	 0	  0.3408	 1
6000	 -6000	 1050	 1550	 0	 0	 1	  0.7936	 2
12000	 -12000	 1050	 1550	 1	 0	 1	  1.1680	 1
12000	 -6000	 1050	 1550	 0	 0	 0	  0.7851	 2
-12000	 6000	 1050	 300	 1	 0	 1	  0.3601	 2
-6000	 6000	 1050	 1550	 0	 1	 0	  1.5101	 2
12000	 -6000	 1050	 1050	 0	 1	 0	  0.6730	 2
12000	 -6000	 1050	 1300	 1	 0	 0	  0.3201	 2
6000	 -12000	 1050	 300	 1	 0	 0	  0.2345	 1
-12000	 6000	 1050	 1800	 1	 0	 0	  0.2900	 2
6000	 -6000	 1050	 1800	 0	 1	 0	  0.2083	 2
6000	 -12000	 1050	 1550	 1	 0	 1	  0.6085	 1
6000	 -12000	 1050	 1550	 0	 1	 0	  1.4195	 2
-6000	 12000	 1050	 1050	 1	 0	 1	  1.5740	 2
-6000	 12000	 1050	 1300	 1	 0	 1	  0.0941	 1
-12000	 12000	 1050	 1300	 0	 0	 1	  0.5648	 1
12000	 -6000	 1050	 1300	 1	 0	 1	  0.4447	 1
12000	 -12000	 1050	 1300	 0	 1	 1	  1.0701	 2
-12000	 6000	 1050	 800	 0	 0	 1	  2.2028	 1
-6000	 6000	 1050	 1800	 0	 1	 0	  0.4418	 2
-12000	 6000	 1050	 1050	 0	 0	 1	  0.9966	 1
-12000	 6000	 1050	 1300	 0	 0	 1	  0.8585	 1
12000	 -6000	 1050	 800	 0	 0	 1	  2.2733	 2
6000	 -12000	 1050	 1550	 0	 0	 1	  1.2100	 1
-6000	 12000	 1050	 300	 0	 0	 0	  0.4144	 1
6000	 -12000	 1050	 800	 1	 0	 1	  2.6536	 1
-6000	 12000	 1050	 300	 0	 0	 0	  2.8092	 1
6000	 -12000	 1050	 550	 0	 1	 1	  3.2502	 1
-12000	 6000	 1050	 300	 0	 1	 0	  3.9257	 2
12000	 -12000	 1050	 1050	 1	 0	 0	  1.7781	 1
12000	 -6000	 1050	 800	 0	 0	 0	  0.7405	 1
-6000	 6000	 1050	 1550	 0	 1	 0	  0.2694	 2
-12000	 12000	 1050	 1800	 1	 0	 1	  1.3496	 1
-12000	 6000	 1050	 300	 1	 0	 0	  1.3800	 1
-6000	 12000	 1050	 1550	 1	 0	 1	  1.3329	 2
-6000	 12000	 1050	 1300	 0	 1	 0	  1.1194	 2
-6000	 6000	 1050	 800	 0	 0	 1	  0.7240	 1
-12000	 6000	 1050	 550	 0	 1	 1	  0.5855	 1
-6000	 12000	 1050	 550	 0	 0	 0	  2.2609	 2
-12000	 6000	 1050	 800	 1	 0	 1	  0.5504	 2
-12000	 6000	 1050	 1050	 0	 0	 0	  1.4703	 2
12000	 -6000	 1050	 1800	 1	 0	 1	  0.7260	 2
6000	 -6000	 1050	 800	 1	 0	 1	  0.5459	 2
-6000	 12000	 1050	 1550	 1	 0	 1	  0.8772	 2
12000	 -6000	 1050	 300	 0	 1	 1	  3.2325	 1
6000	 -12000	 1050	 1800	 1	 0	 0	  0.9983	 2
-6000	 6000	 1050	 550	 1	 0	 1	  0.3837	 2
12000	 -12000	 1050	 1800	 0	 0	 1	  0.3360	 2
-12000	 12000	 1050	 300	 0	 1	 0	  0.4599	 1
12000	 -6000	 1050	 800	 0	 1	 1	  2.2633	 1
-6000	 12000	 1050	 1550	 0	 0	 1	  0.5560	 1
-6000	 6000	 1050	 1300	 0	 1	 1	  0.2872	 1
-12000	 12000	 1050	 300	 0	 1	 1	  2.6962	 1
-12000	 12000	 1050	 300	 0	 0	 1	  0.4418	 1
-12000	 12000	 1050	 1800	 0	 0	 0	  0.4142	 2
-12000	 12000	 1050	 1550	 0	 0	 0	  0.4278	 2
12000	 -12000	 1050	 800	 0	 1	 0	  1.1513	 2
-12000	 12000	 1050	 1800	 1	 0	 1	  0.5438	 1
-12000	 6000	 1050	 550	 0	 0	 1	  1.3329	 1
6000	 -12000	 1050	 1300	 0	 0	 1	  0.7094	 2
-12000	 12000	 1050	 1300	 0	 0	 0	  0.4144	 2
-6000	 12000	 1050	 300	 1	 0	 1	  0.9730	 2
-12000	 6000	 1050	 300	 0	 0	 1	  1.5586	 2
6000	 -12000	 1050	 1050	 1	 0	 0	  1.7700	 2
6000	 -6000	 1050	 1050	 0	 1	 0	  0.3315	 2
12000	 -12000	 1050	 1050	 1	 0	 1	  1.4658	 2
6000	 -12000	 1050	 1550	 0	 0	 0	  1.1621	 2
-12000	 6000	 1050	 1050	 1	 0	 1	  1.6415	 1
6000	 -6000	 1050	 1800	 1	 0	 1	  1.7554	 2
6000	 -6000	 1050	 1550	 0	 1	 1	  1.9456	 1
12000	 -6000	 1050	 1050	 0	 1	 0	  0.4149	 2
-12000	 12000	 1050	 1300	 0	 1	 0	  0.3608	 2
-12000	 6000	 1050	 1800	 0	 0	 0	  1.7981	 1
6000	 -6000	 1050	 300	 0	 0	 0	  0.2946	 1
-12000	 6000	 1050	 300	 1	 0	 1	  1.4098	 2
12000	 -12000	 1050	 1300	 0	 0	 0	  0.3236	 2
-6000	 12000	 1050	 1800	 0	 0	 1	  0.3244	 1
-12000	 12000	 1050	 800	 0	 1	 1	  0.4654	 2
6000	 -12000	 1050	 1050	 1	 0	 0	  0.2992	 1
-12000	 12000	 1050	 550	 0	 1	 0	  0.3654	 1
-6000	 6000	 1050	 550	 0	 1	 0	  0.7141	 1
12000	 -12000	 1050	 300	 0	 0	 1	  0.3072	 1
6000	 -6000	 1050	 800	 0	 1	 1	  0.9188	 1
-12000	 6000	 1050	 1550	 0	 0	 1	  0.9291	 2
12000	 -12000	 1050	 1050	 1	 0	 0	  0.4573	 2
6000	 -12000	 1050	 800	 1	 0	 0	  0.3702	 1
6000	 -12000	 1050	 1550	 0	 1	 0	  0.4458	 2
-6000	 6000	 1050	 1550	 1	 0	 0	  0.3246	 2
6000	 -6000	 1050	 800	 1	 0	 0	  0.6378	 1
6000	 -6000	 1050	 1800	 0	 0	 0	  0.9159	 2
12000	 -6000	 1050	 1800	 1	 0	 1	  1.0299	 2
-6000	 12000	 1050	 800	 0	 0	 0	  1.3065	 2
12000	 -12000	 1050	 1300	 0	 0	 1	  0.3816	 1
6000	 -12000	 1050	 550	 1	 0	 1	  0.4147	 2
-12000	 12000	 1050	 1300	 0	 1	 1	  1.6030	 1
-6000	 6000	 1050	 300	 0	 1	 0	  0.4381	 1
-12000	 6000	 1050	 1300	 0	 1	 1	  0.7802	 2
6000	 -6000	 1050	 550	 1	 0	 1	  0.3763	 2
12000	 -6000	 1050	 1300	 0	 0	 0	  1.5034	 2
12000	 -12000	 1050	 1800	 0	 0	 0	 22.3465	 2
6000	 -6000	 1050	 550	 1	 0	 0	  0.3267	 1
12000	 -6000	 1050	 1550	 0	 0	 0	  1.4617	 2
-6000	 6000	 1050	 1550	 0	 1	 1	  0.4070	 1
12000	 -6000	 1050	 1800	 0	 1	 0	  1.6746	 2
-6000	 6000	 1050	 300	 1	 0	 1	  0.7099	 2
-6000	 12000	 1050	 1050	 1	 0	 0	  1.6961	 2
12000	 -12000	 1050	 1050	 0	 1	 1	  0.6224	 1
-12000	 12000	 1050	 1300	 1	 0	 0	  1.0597	 1
